vn_id,rid,vn_title,age_rating,vn_length_str,vn_length_h,has_anime,is_nukige
v17169,r39588,Maid-san wa Hitozuma ~Miyako-san no Yuuwaku Nikki~,18,2-10 h,4.000,f,t
v17202,r39651,Complex,12,0-2 h,1.058,f,f
v17215,r39694,Sugar-Coated,15,2-10 h,7.467,f,f
v17216,r39695,Alter Ego,15,2-10 h,7.500,f,f
v17217,r39697,Suki x Sayonara,0,0-2 h,1.117,f,f
v17225,r39706,Yaminabe!,15,0-2 h,0.200,f,f
v17232,r39716,Yandere Otoko no Ko no Toriatsukaikata,0,0-2 h,1.200,f,f
v17256,r39767,Bacon Lettuce Gaiden -Seiya no Kiseki to Project D-,0,0-2 h,0.500,f,f
v17263,r41140,"Shiritsu Netori Gakuin 2 -Zoku 10 nin no Kareshi Mochi Joshikousei o ""Netotte Geki Iki"" Sasero!-",18,2-10 h,5.850,f,t
v17272,r39793,Miko no Kanata: Okuni Jinja Ibunroku ~Rin no Shou~,18,2-10 h,2.511,f,f
v17275,r39798,Fu☆ta☆ka☆no,18,0-2 h,0.333,f,t
v17279,r39802,"Sex de Aheri Sugite Busaikugao na Onna no Ko-tachi♪ ~Nhooo Hahi Hahiihha Hooaa, N'ahiahiiahiii, Uhoa Nn'inguuuuuuuu—!!~",18,0-2 h,0.750,f,t
v17284,r39809,Kouen Itazura Simulator ver. Mako,18,10-30 h,16.000,f,t
v17286,r39811,BELIEVER!,12,10-30 h,13.417,f,f
v17287,r41495,Hyakka Hyakurou Sengoku Ninpou-chou,12,10-30 h,31.862,f,f
v17288,r39815,"Kyousei Gyaruka Choukyou Fuck ~Chinpo Buchikomarete Ureshisugite Pea~~~ce!! Ya~y, Manko Kimochii Ageage Tension Hhoooooi, Iguigu Yeeeess!!~",18,0-2 h,1.817,f,t
v17289,r39818,"AAA48 Kokuminteki Idol Choukyou Story ~Omanko Sousenkyo, Chinpo-sama Osounyuu Arigatou Gozaimaasu!! Noukou Semen Geki Love Forever Hyahii!!~",18,2-10 h,3.500,f,t
v17291,r39822,Hakuouki Yuugiroku,0,2-10 h,12.000,f,f
v17294,r39828,Fushigi no Kuni no Barnaby,18,0-2 h,1.000,t,f
v17295,r39829,Ivan wa Mita!,18,0-2 h,1.000,t,f
v17304,r39846,Injutsu Saimin Kan ~Koi no Shikijou Uranai~,18,0-2 h,3.100,f,f
v17336,r39896,Touken Renbo ~Hajimari no Saniwa~,0,Unknown,3.000,t,f
v17337,r41548,Tenkiame,18,10-30 h,10.606,f,f
v17343,r40692,Yunohana Spring!,12,10-30 h,25.250,f,f
v17344,r40515,BAD APPLE WARS,12,10-30 h,18.942,f,f
v17345,r39917,DIABOLIK LOVERS LUNATIC PARADE,15,Unknown,17.750,f,f
v17348,r128297,Tsukiakari,18,0-2 h,3.933,f,f
v17349,r39924,Fall,18,0-2 h,4.417,f,f
v17351,r39926,"Manatsu no Ao, Gin'iro no Kimi",15,Unknown,1.217,f,f
v17358,r39936,D.I.D,12,Unknown,2.183,f,f
v17367,r42652,Erotomania,18,2-10 h,3.833,f,f
v17369,r42719,Koko kara Natsu no Innocence!,18,10-30 h,24.183,f,f
v17376,r42670,"Watashi ga Suki nara ""Suki"" tte Itte!",18,30-50 h,32.350,f,f
v17388,r56229,Tayutama 2 -you're the only one-,18,30-50 h,23.477,f,f
v17391,r43419,Tincle ★ Twinkle Festival!,18,10-30 h,17.583,f,f
v17392,r39991,Nozokibeya,18,0-2 h,2.500,f,t
v17398,r40934,Imouto Tousatsu ~Jitaku Stalker~,18,Unknown,1.483,f,t
v17408,r40024,Baishun Real,18,0-2 h,1.750,f,t
v17421,r40051,Otacir no Hime ni Kokurareta Kekka wwwww,18,2-10 h,5.167,f,t
v17427,r40063,Itsu made mo Musuko no Mama ja Irarenai! ~Kyonyuu de Bijin na Kaa-san wa Ie de wa Muboubi Sugite Boku no Kokan wa Mou Genkai!~,18,2-10 h,4.704,f,t
v17428,r40065,Seiso Bitch na Hitozuma Haruka-san to no Musabori Koubi Nisshi,18,0-2 h,2.500,f,t
v17429,r40066,Oyako Ai 2,18,2-10 h,6.000,f,t
v17437,r40077,Amagi Shien,18,Unknown,4.000,f,f
v17438,r40078,Hankou Shashin ~Shibarareta Shoujo-tachi no Mita Mono wa?~,18,Unknown,4.000,f,f
v17441,r40082,Ojou-sama Express,0,Unknown,38.000,f,f
v17461,r41362,Shikiyoku no Komari Sou ~Hitozuma Akina Hen~,18,10-30 h,18.500,f,t
v17491,r40728,Sacred Lineage,18,10-30 h,23.683,f,t
v17492,r41426,Gated Community,18,10-30 h,13.000,f,t
v17494,r40154,Run Run Kyousoukyoku,18,0-2 h,0.583,f,f
v17500,r40166,FOXY 2,18,Unknown,8.000,f,f
v17508,r40188,Horebore,18,0-2 h,0.500,f,f
v17515,r42039,Boku to Koi Suru Ponkotsu Akuma.,18,30-50 h,32.457,f,t
v17516,r42969,Koi x Shin Ai Kanojo,18,10-30 h,28.799,f,f
v17523,r40218,Under Blue 2012,0,0-2 h,0.383,f,f
v17540,r40239,Hatsukare Ecchi ~Visual Drama~ Satoru Hen,18,0-2 h,1.000,f,t
v17560,r42968,Unlucky Re:Birth/Reverse,18,10-30 h,29.683,f,f
v17567,r40289,Double,18,0-2 h,1.000,t,f
v17568,r30163,Toushin Toshi Girls Gift RPG,17,10-30 h,49.111,t,f
v17588,r40326,Ne no Kami - Kyou no Miyako to Futari no Hime Kishi,18,2-10 h,24.376,f,f
v17595,r40339,Millefiori,0,0-2 h,0.763,f,f
v17596,r41735,Doki Doki Shutter Chance!!,18,Unknown,0.667,f,f
v17600,r40356,Manbiki Musume Momoiro Seisai - Manbiki Shita Imouto ni Kichiku Oshioki!!,18,0-2 h,2.833,f,t
v17609,r40395,"Boku, Mou Dechau! ~Moteasobareta Sausage~",18,0-2 h,13.000,t,t
v17613,r40409,Hamedori Jikkyou Chuukei! Kyoudai Hatsu Ecchi 12 Jikan,18,2-10 h,2.150,f,t
v17618,r40423,Kimi to Boku no Hatsukoi,18,0-2 h,0.633,f,f
v17626,r40441,Kangoku Joou ~Do S Onna Kanshu-tachi ni yoru M Otoko-ka Choukyou~,18,2-10 h,6.000,f,t
v17631,r42801,Ama no Sora Retrospect,18,10-30 h,12.283,f,f
v17632,r43317,Koi Suru Kimochi no Kasanekata,18,10-30 h,20.026,f,f
v17633,r41438,"Ane to Osananajimi wa Naka ga Ii! ~""Ninben"" Tsuitenai shi...~",18,10-30 h,16.000,f,t
v17634,r40479,Kangoku Hime ~Little Joou-sama no M Otoko Pet-ka Choukyou~,18,2-10 h,2.000,f,t
v17636,r40528,Otoko no Ko to Roujin ~Otoko no Ko no Ninshin Shussan!?~,18,0-2 h,0.633,f,t
v17638,r41513,Oshioki Namaiki Gyaru ~Eroi Oshioki o Shitara Jibun kara Ecchi o Motomete Kita~,18,2-10 h,7.167,f,t
v17640,r40496,Period Cube ~Torikago no Amadeus~,15,10-30 h,27.269,f,f
v17641,r44775,PsychicEmotion6,12,10-30 h,48.467,f,f
v17642,r41874,Rance 03 - Leazas Kanraku,18,30-50 h,48.071,f,f
v17647,r40509,Josou Gyaru Bitch Gakuen,18,2-10 h,5.917,f,t
v17651,r43885,Kimi no Tonari de Koishiteru! ~The Respective Happiness~,18,Unknown,6.594,f,f
v17654,r40524,Otoko no Ko e Choukyou Saremashita,18,0-2 h,0.833,f,t
v17655,r48679,Memory's Dogma Code:01,0,2-10 h,9.492,f,f
v17664,r40551,Mishiranu Oyaji ni Itazura Sareteiru Musume o Mite Bokki Shita Chichioya,18,0-2 h,2.000,f,t
v17668,r40556,Seiseki Yuushuu na Oshiego wa Ecchi na Obenkyou mo Chou Yuushuu!,18,0-2 h,2.000,f,t
v17670,r90182,Shoujo o Damashite Fera Saseyou to Shitara Sude ni Chichioya no o Shabutteta,18,0-2 h,1.250,f,t
v17674,r40921,Nozokimi Vibration ~Nozoite Ijitte Tanoshinde~,18,2-10 h,0.650,f,t
v17675,r41123,"Hatsujou Inbo ~Uzuku Jukutai wa, Sono Yokujou o Osaekirenai~",18,2-10 h,2.633,f,t
v17691,r41327,Imouto NEET Kousei Choukyou,18,2-10 h,1.989,f,t
v17696,r40605,Kyodai Bishoujo Arawaru!!,18,0-2 h,0.433,f,t
v17697,r40606,Tokushu Houshi Iin no Jimiko-san,18,0-2 h,0.456,f,t
v17700,r40613,Teitoku no Nyuukyo,18,0-2 h,0.233,f,f
v17701,r40614,Wild Musume no Oya Koukou,18,0-2 h,0.483,f,t
v17703,r41440,Bakunyuu Okami ~Iyasare Hitozuma Haramase no Yu~,18,2-10 h,6.000,f,t
v17708,r40628,Taimanin Kurenai,18,2-10 h,5.517,f,t
v17731,r40716,Yahari Game demo Ore no Seishun Love Come wa Machigatteiru. Zoku,15,Unknown,10.625,t,f
v17742,r44835,D.S. -Dal Segno-,18,30-50 h,37.297,f,f
v17743,r40751,D.C. III ~Da Capo III~ With You,18,10-30 h,20.500,f,f
v17750,r46369,Kenka Banchou Otome,12,10-30 h,32.078,t,f
v17763,r40818,Neko Para Vol.0 Minazuki Neko-tachi no Nichijou!,18,0-2 h,1.628,f,f
v17773,r40872,"Kiss x 1000 Mukashi, Kiss Bu to Iu Circle ga Arimashita",18,2-10 h,15.067,f,t
v17779,r40893,Suzuka no Melody,18,0-2 h,2.125,f,t
v17780,r40895,Chin♂n Chikan Densha ~Chikan Rape x Loli Benki Mesu Buta Choukyou~,18,2-10 h,3.167,f,f
v17785,r40902,Enema,18,Unknown,12.500,f,f
v17790,r43620,Yome Sagashi ga Hakadorisugite Yabai.,18,30-50 h,29.806,f,f
v17791,r40914,Re;quartz After Love Story,0,Unknown,0.333,f,f
v17792,r40916,Leito's Birthday Story,0,0-2 h,0.233,f,f
v17793,r40918,Fragile Siblings,15,Unknown,0.983,f,f
v17799,r76012,Haikaburi to Bourei-tachi,0,2-10 h,7.867,f,f
v17809,r40975,Kougai Kinshi!! (Mitsu) Office Love,17,10-30 h,15.200,f,f
v17810,r40977,Sengoku Himeuta ~Jika no Chigiri~,17,10-30 h,10.675,f,f
v17823,r44301,Wagamama High Spec,18,30-50 h,35.674,t,f
v17825,r43398,Kyuuketsuki no Libra,18,30-50 h,34.717,f,f
v17826,r62761,Royal Garden ~Otome ni Koi Suru Ouji no Gikyoku~,18,30-50 h,49.417,f,f
v17827,r62248,"Hitotsu Yane no, Tsubasa no Shita de",0,10-30 h,29.418,f,f
v17829,r43423,Naderebo!,18,Unknown,21.183,f,f
v17835,r42103,Tou no Shita no Exercitus,18,10-30 h,22.000,f,f
v17836,r41642,Sensei Ano ne... ~Netorare Shoujo to Houkago no Taiiku Souko~,18,2-10 h,7.711,f,t
v17843,r43888,Amakano ~Second Season~,18,10-30 h,33.089,f,f
v17844,r42241,Revenge Porn,18,2-10 h,1.000,f,t
v17846,r43193,Hani Tsuma Hs ~After Wedding~,18,2-10 h,12.800,f,t
v17849,r41499,Marshmallow☆Imouto☆Succubus☆,18,2-10 h,3.850,t,t
v17851,r42238,Ane Yome Concerto,18,10-30 h,12.850,f,f
v17852,r41090,Chijoku Idol Saki Haruka,18,10-30 h,10.000,f,t
v17853,r41091,Blackish House,17,30-50 h,52.800,f,f
v17863,r44073,Iwaihime,0,30-50 h,22.181,f,f
v17870,r41126,Chiristmas Coffee,0,0-2 h,0.250,f,f
v17872,r44311,Tsumi no Hikari Rendezvous,18,10-30 h,17.203,f,t
v17873,r41482,Musuko no Yome o Netotte Mita Washi,18,Unknown,1.167,f,t
v17882,r41143,L.O.V.E. ~Kokuhaku~,18,Unknown,2.417,f,f
v17891,r41184,Horebore -Next-,18,0-2 h,0.433,f,f
v17892,r41187,Iris -Gousetsu no Ou-,15,2-10 h,7.200,f,f
v17897,r41641,"Tsumairo Shoujo ~Fuufu Seikatsu, Hajimemasu~",18,2-10 h,2.808,f,t
v17909,r79638,Tsukihime -A piece of blue glass moon-,18,30-50 h,60.851,f,f
v17914,r42693,Pen Pen Penalty - Hakoiri Musume-tachi o H ni Oshioki!!,18,10-30 h,13.283,f,t
v17939,r41675,Yandere Megami ni Aisare Sugiru Seikatsu ~Shirokujichuu Anata o Mimamotte Mairimashita. Subete no Yokubou o Mitashimasu. Ai no Akashi de Haramasete Kudasai~,18,2-10 h,5.904,f,t
v17952,r41363,Tomodachi Ijou Koibito Miman no Ryuusenkei,18,0-2 h,1.000,f,f
v17956,r41373,PIANOSTRAIN,18,10-30 h,7.550,f,f
v17959,r47994,BLAZBLUE CENTRALFICTION,15,10-30 h,19.126,f,f
v17964,r41396,Saki Achiga Hen episode of Side-A Portable,15,Unknown,0.300,t,f
v17969,r44251,Hanikami Clover,18,30-50 h,21.500,f,f
v17972,r43077,Tsuushinbo ~Mama ni mo Naisho no Jikanwari~,18,10-30 h,11.078,f,t
v17974,r43506,Kodomo no Asobi,18,10-30 h,21.322,f,f
v17978,r43078,Haru Uso -Passing Memories-,18,2-10 h,7.543,f,f
v17980,r42350,Sorairo Innocent,18,10-30 h,22.667,f,f
v17981,r41451,Zettai Anji Marionette ~Saimin Fukushuu Game~,18,2-10 h,2.917,f,t
v17984,r42985,Shin Hoka no Otoko no Seieki de Harande mo Ii Desu ka...? 2 - Zenshin Asedaku Uwaki Sex de Ninshin Shita Wedding Planner no Kon'yakusha,18,2-10 h,3.000,f,t
v17985,r43079,Samidare Growing Up!,18,10-30 h,14.861,f,f
v17987,r43677,Emuria! ~Ore ga Do M ni Natta no wa Dou Kangaete mo Omaera ga Warui~,18,Unknown,1.667,f,t
v17988,r43943,GEARS of DRAGOON 2 ~Reimei no Fragments~,18,50+ h,56.575,f,f
v17991,r43912,Kayoinbo ~Waga Ko no Geshuku de Onna ni Modoru Haha~,18,10-30 h,17.000,f,t
v17997,r45065,Wan Nyan ☆ A La Mode! ~Docchi ni Suru no? Wan Nyan H na Café Jijou!~,18,10-30 h,23.078,f,t
v17999,r41498,Sorakoi,18,10-30 h,14.500,f,f
v18001,r41502,Saki Zenkoku Hen,15,Unknown,20.000,t,f
v18002,r44376,Lovedori Halation,18,10-30 h,43.850,f,t
v18005,r41509,Tsuyokiss FESTIVAL,18,30-50 h,60.900,f,f
v18008,r42904,Shimai to Now.,18,10-30 h,22.192,f,t
v18016,r42239,Gyakuten Majo Saiban -Yasashii Takaho Onee-chan wa Majo Chijo Bitch-,18,2-10 h,2.833,f,t
v18027,r42773,To Love-Ru Darkness: True Princess,17,10-30 h,18.000,t,f
v18043,r43653,Okaa-san o Haramasete Kodomo ga Dekiru made Yattemita Boku,18,2-10 h,5.500,f,t
v18044,r41643,JK Choukyou Gakuin ~Mizukara Ochiru Kegareta Otome~,18,Unknown,5.183,f,t
v18046,r41647,Miai Kekkon Shita Osanazuma ga Otoko no Ko Datta Ken,18,Unknown,2.550,f,f
v18057,r45612,Lilycle Rainbow Stage!!!,0,10-30 h,17.031,f,f
v18064,r41696,Jan Jaka Jan,18,Unknown,8.000,f,f
v18077,r43542,Maggot baits,18,10-30 h,20.981,f,t
v18081,r42240,Ichizu ni Zettai Fukujuu na Imouto o Mechakucha ni Shitemita ~Aiyoku Kyoudai~,18,2-10 h,1.333,f,t
v18086,r41802,Interlude Alpha no Otome ~Ikari Osamete~ (F ace less),15,Unknown,9.717,f,f
v18091,r41839,Mirrors,0,Unknown,9.500,f,f
v18115,r45339,"Kono Koi, Seishun ni Yori.",18,10-30 h,14.742,f,f
v18119,r41990,Exciting Milk Dai 2 Wa,0,0-2 h,0.139,f,f
v18121,r41992,Ginsei Senshin Guynarock 2,18,0-2 h,0.683,f,f
v18123,r41999,Zenra Toukou Shuukan: Jikkouiinkai,18,0-2 h,15.950,f,t
v18129,r42035,JK Gangu ~Enkou Yaku-zuke Bitch Miki to Momoka~,18,2-10 h,2.875,f,t
v18130,r42037,Otome Riron to Sono go no Shuuhen -Belle Epoque-,18,10-30 h,20.220,f,f
v18131,r45462,Maitetsu,18,30-50 h,39.404,t,f
v18135,r42044,Oyako Samba,18,2-10 h,2.867,f,t
v18138,r42057,Hirugao no Kansatsu,18,0-2 h,2.833,f,f
v18140,r43974,Kyonyuu Fantasy - Digital Novel Edition,18,2-10 h,7.733,f,t
v18141,r44815,World Election,18,10-30 h,33.722,f,f
v18144,r43861,Onii-chan Teacher ~Himitsu no Jugyou o Kibou Shimasu!~,18,10-30 h,1.400,f,t
v18145,r43934,Kikan Bakumatsu Ibun Last Cavalier,18,10-30 h,29.800,f,f
v18146,r43168,Buka no Tsuma to Imouto o Netoru Oji-san,18,2-10 h,8.000,f,t
v18147,r44789,Mamiya-kunchi no Itsutsugo Jijou,18,10-30 h,16.183,f,f
v18148,r44901,Nora to Oujo to Noraneko Heart,18,30-50 h,23.054,t,f
v18149,r44250,Otome * Domain,18,10-30 h,25.815,t,f
v18152,r42108,FLOWERS -Le volume sur automne-,0,10-30 h,17.407,f,f
v18154,r42112,"Itsu made mo Musuko no Mama ja Irarenai! 2 ~Kyonyuu Kyoushi no Kaa-san ni Ie Demo Gakuen Demo Amaetai! Aa, Ii yo Kaa-san! Haa Haa, Sugoku Koufun Suru!~",18,2-10 h,4.186,f,t
v18160,r45941,Collar x Malice,15,30-50 h,49.367,t,f
v18161,r42132,Suuran Digit,15,10-30 h,16.500,f,f
v18162,r42538,7'scarlet,12,10-30 h,24.913,f,f
v18163,r53158,Nil Admirari no Tenbin: Teito Genwaku Kitan,17,30-50 h,34.831,t,f
v18174,r43950,Midare Setsugetsuka ~Hakanaku Chiru Sasameyuki~,18,Unknown,11.350,f,t
v18177,r42196,Good Loser Girl,18,0-2 h,0.133,f,t
v18182,r43429,"Ochiteiku Sei Senshi Lunatic Angels Watashi no Midara na Kokoro, Nozokaretara... Mou Gaman Dekinai...",18,Unknown,13.333,f,t
v18183,r43087,"Mahou Kishi Arika & Rin - Otome ni Muragaru Otoko-tachi no Ma no Te ""Soredemo Watashi-tachi wa Makenai!!""",18,2-10 h,7.000,f,t
v18184,r42213,Anaru Kokukou Daraku ~Kokujin Chi*po ni Maketa Watashi~,18,0-2 h,2.000,t,t
v18192,r42252,Nostalgia 1907,0,2-10 h,2.000,f,f
v18208,r42640,Senkou no Kishi ~Christia Knight~,18,Unknown,16.783,f,f
v18212,r42312,Fortissimo,17,Unknown,35.000,f,f
v18214,r44132,Dungeons & Heroines -Fushigi no Meikyuu to Ikai no Shoujo-,18,10-30 h,3.050,f,f
v18216,r42328,"Sayounara, Enkou Musume-san.",18,2-10 h,4.583,f,t
v18236,r12285,Kuon no Kizuna -The Origin-,18,10-30 h,43.500,f,f
v18239,r42459,Gokinjo-san ~Kemono Dorei no Haha~,18,Unknown,5.000,f,t
v18240,r42461,Inniku Dorei no Tane,18,Unknown,2.417,t,t
v18247,r42511,URM ~M15 Wakusei ni Umarete~,0,2-10 h,2.425,f,f
v18253,r42527,"Kanojo, Amai Kanojo",18,2-10 h,2.750,f,f
v18258,r43092,Anata no Milk Kudasai na ~Watashi to Boku to Docchi ga Okonomi?~,18,2-10 h,1.667,f,f
v18259,r44106,Kyonyuu Reijou MC Gakuen,18,30-50 h,26.000,t,t
v18267,r42555,Gyakuten Saiban 6,12,30-50 h,40.088,f,f
v18268,r42557,Saimin Chitai ~Dare ni mo Kizukarenai Ore ga Gakuen de Suki Houdai ni Onna to Yattemita~,18,Unknown,2.000,f,t
v18278,r42628,Imokoi Diary~ 2,18,0-2 h,1.250,f,t
v18279,r43780,Teisoukannen ZERO ~Yariman Kazoku to Hame Kurui Natsuyasumi~,18,2-10 h,8.144,t,t
v18282,r42636,Shokushu ni Natte Shiro o Shuugeki Shi Onna no Ko o Haramaseru Game!! ~Shokushu 2~,18,0-2 h,2.839,f,t
v18283,r44107,Kenja no Okuri Imouto,18,2-10 h,1.250,f,t
v18288,r42660,"Koko wa Suki na Dake Sex Shite, Minna ni Yorokobareru Sekai!",18,2-10 h,0.333,f,t
v18290,r42672,"Dasaku ~Arisu to Kuroe, Musubareru Hi~",18,0-2 h,1.656,f,t
v18291,r48511,Enkan no Memoria,18,Unknown,14.000,f,f
v18292,r47026,Mashou Megane,18,2-10 h,12.233,f,f
v18314,r42819,Code: Realize ~Shukufuku no Mirai~,15,10-30 h,23.179,f,f
v18315,r42993,ENIGMA:,0,10-30 h,11.992,f,f
v18321,r42839,Mama wa Inran Niku Dorei,18,0-2 h,0.450,t,t
v18324,r42880,Kabe ni Hamatte Ugokenai! 4 Oku-san Naijo no Kou no Maki,18,0-2 h,0.467,f,t
v18335,r45364,Amaekata wa Kanojo Nari ni.,18,10-30 h,18.150,f,f
v18337,r43968,Kyonyuu Fantasy 3,18,10-30 h,24.950,f,t
v18338,r42925,Kasshoku Danchi e Youkoso ♪,18,2-10 h,1.900,f,t
v18342,r43682,Nantai Lesson ~Iinari Kanojo to Himitsu no Houkago~,18,2-10 h,2.067,f,t
v18344,r46602,LAMUNATION!,0,10-30 h,16.495,f,f
v18351,r43859,Tokage no Shippo Kiri,18,2-10 h,6.083,f,f
v18353,r43904,Hataraku Otona no Ren'ai Jijou,18,10-30 h,24.692,t,f
v18363,r43016,Lovecubus! ~Onna no Ko Akuma ♀♂ Otoko no Ko Akuma~,18,10-30 h,11.000,f,t
v18367,r43674,Kyonyuu Maou no Haiboku ~Yuusha ni Yarareta Mazoku no Joou to Himegimi~,18,2-10 h,5.000,f,t
v18376,r46800,Tenmon Dokei no Aria,0,2-10 h,7.000,f,f
v18377,r43081,Stopping!! 11 the Calamity of Time Stop,18,0-2 h,0.567,f,f
v18384,r43102,Dare ka ga Koi Shita Hankagai ~Butterfly Loved the Street~,0,10-30 h,13.167,f,f
v18387,r49017,Japanese School Life,0,2-10 h,8.561,f,f
v18390,r43129,Otona no Chikan Densha Club,18,Unknown,4.167,f,t
v18393,r44177,Aniyome to Sono Haha ~Isourou Shiteita Ani no Ie ni Yome no Haha ga Korogarikonde Kita Kekka www~,18,2-10 h,6.000,f,t
v18394,r43233,Shiiku x Kanojo 2,18,Unknown,8.000,f,t
v18395,r44120,Onii-chan!! Shasei no Kanri wa Imouto ni Makasete!!,18,10-30 h,9.000,f,t
v18397,r43147,Fata Morgana no Yakata -Another Episodes-,0,10-30 h,13.643,f,f
v18398,r43150,Meitantei Conan & Kindaichi Shounen no Jikenbo: Meguriau Futari no Meitantei,0,10-30 h,29.217,t,f
v18404,r43167,Christmas Trick Star!,18,2-10 h,2.450,f,f
v18414,r47686,Réserve,18,0-2 h,0.083,f,f
v18415,r43217,Réserve 1/2,18,0-2 h,0.127,f,f
v18418,r43224,Boku to Kanojo no Yuganda Kankei,18,Unknown,8.450,f,f
v18425,r45808,Fairytale Encore,18,2-10 h,4.317,f,f
v18427,r43269,Maro no Kanja wa Gatenkei 3 Kanketsuhen,18,10-30 h,10.833,f,f
v18432,r45087,Dance with Devils,15,Unknown,46.667,t,f
v18456,r43382,Shin Hayarigami,18,Unknown,26.072,f,f
v18457,r43487,Gochuumon wa Usagi Desu ka?? Wonderful Party!,0,10-30 h,21.750,t,f
v18459,r43396,Oni Chichi After ~Nure Suke Airi to Amayadori Hen~,18,0-2 h,1.517,f,t
v18464,r43405,Parameter Remocon,18,2-10 h,1.750,f,f
v18471,r43431,Kie Usa,0,0-2 h,0.083,f,f
v18486,r43459,Tsumamigui 3,18,30-50 h,27.943,t,t
v18491,r43480,Ninja Nyuukenden,18,2-10 h,1.417,f,t
v18495,r45157,Akeiro Kaikitan,0,10-30 h,48.545,f,f
v18496,r43492,"Densha de Chikan Enzai no Fukushuu no Hate ni, Otoko wa Miserare, Onna wa Ochiru",18,2-10 h,8.217,f,f
v18498,r45378,ISLAND,0,30-50 h,39.185,t,f
v18499,r43507,Ma-Ho-Ro-Ba,18,2-10 h,3.000,f,f
v18521,r43556,My Pet GM,18,0-2 h,1.683,f,f
v18522,r43557,My Pet Alice,18,0-2 h,1.900,f,f
v18527,r43562,My Pet Wizard,18,0-2 h,2.383,f,f
v18540,r43580,Dekachin Kozou,18,2-10 h,3.854,f,t
v18563,r43629,Totsugeki! Ningen Sensha Limited Operations,0,10-30 h,28.800,f,f
v18568,r43646,Shounen to Chijo Oneesan-tachi no Shiawase H na Apart-gurashi,18,2-10 h,9.000,f,t
v18569,r43654,Iede Shita Ore no Musume ga Koushuu Toilet de Kami-sama o Boshuu Shiteiru Rashii!?,18,2-10 h,3.333,f,t
v18573,r43686,Bitch Kazoku Hentai na Nichijou ~Dare to demo Yarechau Ijou na Sekai~,18,Unknown,3.472,f,t
v18576,r44613,"Onii-chan, Oshiete... ~Gimai to Himitsu no Hoken Jisshuu~",18,2-10 h,2.000,f,t
v18582,r44122,Muma Shoujo Sylvie,18,0-2 h,1.750,f,t
v18584,r44273,"Inraku Counseling ~Otto no Me no Mae de, Tsuma wa Honshou ni Ochiteyuku~",18,0-2 h,2.833,f,t
v18588,r44885,Kouyoku Senki ExS-Tia 2,18,2-10 h,35.667,f,t
v18590,r45711,"Lovecha ~Tsumasakidachi de, Hitomi o Tojite~",18,2-10 h,6.667,f,t
v18591,r43723,Houkago 3 ~Nerawareta Junketsu~,18,10-30 h,12.500,f,t
v18592,r43725,KimiNozo Duelist,18,2-10 h,6.667,f,f
v18608,r43753,Shin Matai Toshi,18,0-2 h,1.442,f,t
v18609,r43755,Boku no Hibi ~Kouen to Tonari Machi no Otoko no Ko Hen~,18,2-10 h,1.000,f,f
v18623,r43783,Goshujin-sama wa Watashi no Mono,18,0-2 h,1.750,f,t
v18624,r43786,Gishi Nishinomori Natsuki,18,0-2 h,0.517,f,f
v18634,r43802,Kyonyuu Hitozuma Shimai wa Nakadashi Niku Benki ~Oi no Wakai Kyokon ni Soku Ochi Mesu Yorokobi de Netori Haramase Onedari~,18,0-2 h,5.083,f,t
v18635,r45069,Otome ga Irodoru Koi no Essence,18,10-30 h,13.267,f,f
v18636,r116899,Dorei to no Seikatsu -Teaching Feeling-,18,Unknown,5.223,f,t
v18643,r46779,Haitaka no Psychedelica,15,10-30 h,24.778,f,f
v18644,r46633,√Letter -Root Letter-,15,10-30 h,16.690,f,f
v18649,r49756,Shin Koihime † Musou -Kakumei- Souten no Haou,18,50+ h,50.239,f,f
v18651,r44718,Toki o Tsumugu Yakusoku,18,10-30 h,26.050,f,f
v18654,r44728,Kakurete! Doki Doki Idol H! ~Manager to no Ikenai Lesson?~,18,0-2 h,1.333,f,t
v18655,r62876,Shikiyoku no Komari Sou ~Chise Hen~,18,10-30 h,20.000,f,f
v18657,r43863,Boukoku no Otome Kishi,18,0-2 h,0.683,f,t
v18666,r43878,Sono Hanabira ni Kuchizuke o: Yuririn,0,2-10 h,5.328,f,f
v18670,r44860,Natsuiro Kokoro Log,18,10-30 h,23.500,f,f
v18681,r45567,Seiken Tsukai no Proposition,0,10-30 h,24.500,f,f
v18683,r43961,Sankai Ou no Yubiwa,18,50+ h,61.000,f,f
v18685,r43969,Dies irae ~Interview with Kaziklu Bey~,0,2-10 h,8.790,f,f
v18686,r43970,Kyonyuu Fantasy 2 - Digital Novel Edition,18,Unknown,9.633,f,t
v18687,r43972,Kyonyuu Fantasy 2 if - Digital Novel Edition,18,Unknown,7.067,f,t
v18688,r43975,Kyonyuu Fantasy Gaiden - Digital Novel Edition,18,Unknown,6.283,f,t
v18689,r43976,Kyonyuu Fantasy Gaiden 2 - Digital Novel Edition,18,Unknown,10.617,f,t
v18690,r45062,Bocchi Musume x Produce Keikaku.,0,10-30 h,13.221,f,f
v18694,r45693,"Onii-chan, Kiss no Junbi wa Mada Desu ka?",18,10-30 h,22.066,f,t
v18696,r46675,Koi to Koi Suru Utopia,18,10-30 h,20.000,f,f
v18703,r45299,Tokeidai no Jeanne ~Jeanne à la tour d'horloge~,18,10-30 h,20.620,f,f
v18709,r44044,BAD END,12,2-10 h,2.792,f,f
