vndb_id,vn_name,release_year,release_month,rating_bayesian,vn_vote_count
v21496,"Yurameku Kokoro ni Michita Sekai de, Kimi no Yume to Yokubou wa Kanau ka (ゆらめく心に満ちた世界で、君の夢と欲望は叶うか)",2017,9,734,125
v215,GONNA BE ??,2002,8,666,6
v21501,Tsuki ni Yorisou Otome no Sahou 2.2 AxL+SA!! (月に寄りそう乙女の作法2.2 A×L+SA!!),2017,12,759,65
v2151,Chikan Sharyou Sangousha ~Midousujisen~ (痴漢車両3号車～御常筋線～),2008,12,,2
v21517,Baldr Bringer,2017,10,640,61
v21521,Code: Realize ~Shirogane no Kiseki~ (Code:Realize ～白銀の奇跡～),2017,12,759,202
v21523,Aoi Tori (アオイトリ),2017,7,784,306
v21524,Sora no Baroque (虚空のバロック),2017,11,679,70
v21529,Motto! Haramase! Honoo no Oppai Isekai Ero Mahou Gakuen! (もっと！孕ませ！炎のおっぱい異世界エロ魔法学園！),2018,4,740,851
v2153,Umineko no Naku Koro ni Chiru (うみねこのなく頃に散),2009,8,895,7987
v21530,Abnormal Lovers (あぶのーまるらば～ず),2017,10,686,81
v21532,Ubu na Otome no Ecchi na Onegai (ウブな処女のエッチなお願い),2017,9,678,29
v21533,Harem Game 2 ~Futsuu ja Nai Shujinkou ga Harem o Kizuku Fantasy (?)~ (ハーレムゲーム２ ～普通じゃない主人公がハーレムを築くファンタジー（？）～),2017,9,662,55
v21534,Boukyaku Shitsuji to Koi Suru Ojou-sama no Memoir (忘却執事と恋するお嬢様の回想録),2017,9,674,42
v21537,Tsugihagi Make Peace! -Pretending x Friendship- (ツギハギめいくぴーす！-pretending×friendship-),2017,8,730,44
v21552,Making * Lovers (Making＊Lovers),2017,7,781,3148
v2157,AUCTION,2004,7,,4
v2158,Ayatsuri Bloomer (あやつりブルマー),2005,7,662,7
v2159,Chikansha Thomas (痴漢者トーマス),2003,8,672,7
v216,Zero no Tsukaima -Muma ga Tsumugu Yokaze no Fantasy- (ゼロの使い魔 夢魔が紡ぐ夜風の幻想曲),2007,11,706,7
v2160,Chikansha Thomas II (痴漢者トーマスII),2005,9,659,6
v2161,Hanakage -Ochita Mitsuka- (花陰－堕ちた蜜華－),2009,10,726,25
v21620,"Nemurenu Hitsuji to Kodoku na Ookami -A Tale of Love, and Cutthroat- (眠れぬ羊と孤独な狼－A Tale of Love, and Cutthroat－)",2017,11,719,143
v21638,Nenshou! For Girls (ねんしょう！ for Girls),2011,12,546,12
v21644,Rewrite: Cradles Tale,2017,9,688,179
v21646,Omoi o Sasageru Otome no Melody ~Afureru Omoi o Shirabe ni Nosete~ (想いを捧げる乙女のメロディー ～あふれる想いを調べにのせて～),2017,11,755,41
v21647,Cross Concerto (クロスコンチェルト),2019,6,754,79
v2165,Chou no Yume (蝶ノ夢),2004,12,688,17
v21663,Enkou Shoujo 2 ~JK Idol Marin no Baai~ (円交少女２～ＪＫアイドル真鈴の場合～),2017,11,700,71
v21664,Shunkyoku no Tyrhhia ~What a Beautiful Dawn~ (瞬旭のティルヒア ~What a Beautiful Dawn~),2018,5,659,24
v21667,Minikui Mojika no Ko (みにくいモジカの子),2018,4,715,256
v21668,9-nine- Sorairo Sorauta Soranooto (9-nine-そらいろそらうたそらのおと),2018,3,789,2813
v21675,Amakano ~Second Season~+ (アマカノ～Second Season～+),2017,12,841,102
v21676,LOVE³ -Love Cube- (LOVE³ -ラヴキューブ-),2019,4,674,588
v217,Revive... ~Sosei~ (REVIVE... ～蘇生～),1999,10,693,9
v2170,Neo Angelique (ネオ アンジェリーク),2006,3,717,22
v21706,Suite Life,2017,11,672,53
v21711,Pure Marriage ~Akai Ito Monogatari - Celica Hen~ (Pure Marriage ～赤い糸物語 セリカ編～),2017,9,638,33
v21717,Yorite Konoha wa Kurenai ni (縁りて此の葉は紅に),2017,11,768,97
v2172,Chuushaki 2 (注射器2),2001,5,661,7
v21726,Musume Kuzushi ~Chichi to Musume no Kyouen~ (娘くずし ～父と娘の狂縁～),2017,11,641,51
v2173,Chuu Shite... (チューして…),1999,6,,1
v21734,Natural Vacation (なちゅらるばけーしょん),2017,11,740,116
v21735,Unjou no Fairy Tale (雲上のフェアリーテイル),2018,1,750,50
v21739,Fate/EXTELLA LINK,2018,6,642,352
v21749,El Mayflower (エルメイフラワー),2004,12,,0
v2176,Cosmamania (こすままにあ),2003,10,749,19
v21763,Hako Musume ~100cm Shihou no Ai~ (箱娘～100cm四方の愛～),2000,12,,0
v21766,Imouto Paradise! 3 ~Onii-chan to Gonin no Imouto no Sugo~ku! Ecchi Shimakuri na Mainichi~ (妹ぱらだいす！３～お兄ちゃんと5人の妹のすご～く！エッチしまくりな毎日～),2017,11,709,556
v21768,Watashi wa Kyou Koko de Shinimasu. (私は今日ここで死にます。),2017,8,660,55
v21769,Kutsujoku (屈辱),2017,11,770,165
v2177,Cradle Song ~Kinou ni Kanaderu Ashita no Uta~ (くれいどる そんぐ～昨日に奏でる明日の唄～),2004,2,,3
v21782,Piofiore no Banshou (ピオフィオーレの晩鐘),2018,8,746,526
v21783,Cendrillon palikA,2018,10,679,34
v21784,"Tengai ni Mau, Iki na Hana (天涯ニ舞ウ、粋ナ花)",2018,4,683,9
v21785,Shiritsu Berubara Gakuen ~Versailles no Bara Re*imagination~ (私立ベルばら学園 ～ベルサイユのばらRe*imagination～),2019,5,638,13
v21787,Charade Maniacs,2018,8,698,132
v21788,Katakoi Contrast -way of parting- (片恋いコントラスト ―way of parting―),2018,9,653,15
v21789,Collar x Malice -Unlimited-,2018,7,785,310
v218,Doukoku Soshite... (慟哭 そして…),1998,2,732,30
v21810,Innocent,1999,11,,0
v2182,Midarete Majiwaru Ore to Hime ~Hime to Shitsuji to Utahime to Sonota Oozei to~ (乱れて交わる俺と姫～姫と執事と歌姫とその他大勢と～),2009,7,640,17
v21852,Kin'iro Loveriche (金色ラブリッチェ),2017,10,821,2747
v21857,Hikari no Umi no Apeiria ~Casablanca no Kishi~ (景の海のアペイリア ～カサブランカの騎士～),2017,12,726,76
v2187,Hinatarte ~Hinatabokko Fandisc~ (ひなたると～ひなたぼっこファンディスク～),2005,3,658,31
v21882,Yamai Tsuki ~Ryouki Kansen Virus~ (病憑き～猟奇感染ウィルス～),2003,5,,0
v21883,"Clione no Kimochi -Oshiete, Sensei Osanazuma- (クリオネの気持ち－おしえて、先生 おさな妻－)",2003,5,,0
v21884,Marukon (まるコン),2004,6,,0
v21885,ZAN! ~Ryoujoku no Yakata~ (ZAN！（惨）～陵辱の館～),2004,7,,1
v21894,Real Eroge Situation! Hx3 (リアルエロゲシチュエーション！Ｈ×３),2017,12,743,86
v21901,Ohime-sama datte XXX Shitai!! -Horny Magical Princess- (お姫様だってXXXしたい！！ -Horny magical princess-),2018,3,602,135
v21903,"Koi ni, Kanmi o Soete (恋ニ、甘味ヲソエテ)",2017,12,671,687
v21913,Hataraku Otona no Ren'ai Jijou 2 (働くオトナの恋愛事情２),2017,12,771,78
v21918,Giiga ~Fanluge†Qliphoth~ (戯ィ牙 ～ファンリューゲ†クリフォト～),2017,11,688,49
v21919,Mesu Ochi! Kyonyuuzuma to no Iyasare Love Onsen ~Kyonyuuzuma-tachi to Mi mo Kokoro mo Fureau Love Ero Seikatsu~ (メス堕ち！巨乳妻との癒され愛温泉 ～巨乳妻たちと身も心もふれあうラブエロ性活～),2017,11,749,121
v2192,Natsu Doki! Harem ~Shinsekitaku de no Nayameru Juken Benkyou~ (なつドキ！ハーレム～親せき宅での悩める受験勉強～),2009,7,712,57
v21920,Koneko Neko Neko (こねこねこねこ),2018,3,694,45
v21922,Koroshiya to Strawberry (殺し屋とストロベリー),2018,8,557,25
v2193,Mahjong Eiyuu x Maou (麻雀 英雄×魔王),2006,1,619,9
v21931,Shogun-sama wa Otoshigoro (将軍様はお年頃),2017,12,747,127
v21934,Shoujo Graffiti (少女グラフィティ),2018,3,697,64
v2195,Shinkyoku Soukai Polyphonica - Memories White (神曲奏界ポリフォニカ　Memories White),2007,6,,1
v21956,IxSHE Tell,2018,1,696,1225
v2196,Shinkyoku Soukai Polyphonica - The Black (神曲奏界ポリフォニカ THE BLACK),2007,6,727,6
v21964,Memories Off -Innocent Fille- (メモリーズオフ -Innocent Fille-),2018,3,745,68
v2197,Meitantei Shikkaku na Kanojo (名探偵失格な彼女),2009,8,637,5
v21973,Little Step (Ｌｉｔｔｌｅ　Ｓｔｅｐ～リトルステップ～),1996,11,,0
v21979,Otome wa Boku ni Koishiteru: Trinkle Stars (処女はお姉さまに恋してる 3つのきら星),2017,10,726,54
v2198,Suisei Tenshi Primaveil Zwei (彗聖天使プリマヴェールZwei),2007,8,718,13
v21984,Ikenie: Michiru Tsuki no Sangeki (生贄 満ちる月の惨劇),1998,11,,1
v21987,Asu wa Koishite ~Prime Beat Planet~ (あすは恋して～Prime Beat Planet～),2000,4,,0
v2199,Shikotama Slave ~Aruji de Shimai na Tenshi to Akuma~ (しこたまスレイブ～あるじで姉妹な天使と悪魔～),2009,7,681,26
v22,Katahane (カタハネ),2006,8,736,757
v22013,Happiness! 2 Sakura Celebration (はぴねす！2 Sakura Celebration),2019,1,721,67
v22014,"Yakusoku no Natsu, Mahoroba no Yume (約束の夏、まほろばの夢)",2018,4,700,59
v2202,Hekigan no Soukishi Feril to Ririka (碧眼の双騎士フェリルとリリカ),2009,7,625,12
v22022,VitaminX Destination,2018,2,706,5
v22027,Butterfly Seeker (バタフライシーカー),2018,2,749,124
v2203,Cherryblossom (チェリーブロッサム),2004,3,643,8
v22033,Soi Kano ~Gyutto Dakishimete~ (添いカノ～ぎゅっと抱きしめて～),2017,12,739,93
v22035,Pure Marriage ~Akai Ito Monogatari - Sakura Hen~ (Pure Marriage ～赤い糸物語 さくら編～),2017,12,650,28
v22037,Aikagi ~After Days~ (アイカギ ～アフターデイズ～),2018,1,722,111
v22041,Hitozuma Netori-ya (人妻寝取り屋),2017,12,722,81
v22042,Grand Guignol no Yoru (グランギニョルの夜),2018,2,683,57
v22043,"Katekyo Shichao! ~Hitotsu Yane no Shita, Muhyohyo Gasshuku Monogatari~ (カテキョしちゃお！ ～ひとつ屋根の下、むひょひょ合宿物語～)",2018,2,747,99
v22045,Karigurashi Ren'ai (かりぐらし恋愛),2018,2,750,325
v22047,Kochou Yuukaku (胡蝶遊郭),2005,4,,0
v22048,Oni no Warau Koro (邪ノ嗤フ刻),2005,12,,1
v22049,Tori no Naku Koro (禽ノ哭ク刻 -トリノナクコロ-),2006,12,,1
v2205,I ☆ Can (あい☆きゃん),2009,8,658,63
v22052,Totsugeki☆Love Heart (とつげき☆らぶはーと),2006,12,,0
v22066,Bokan ~Kaa-san no Naka wa Dare no Mono?~ (母感 ～義母さんの子宮は誰のモノ？～),2017,12,655,64
v22071,Kaiketsu! Osabakiina (解決！オサバキーナ),2004,7,,0
v22074,Kaguya-hime wa Babumi Tappuri no Loli BBA Deshita. ~Usamimi Maid to Semerare Muko-dono~ (かぐや姫はバブみたっぷりのロリBBAでした。 ～うさみみメイドと責められムコ殿～),2017,11,630,20
v22075,HarmonEy,2018,2,714,190
v22076,Mahou Shoujo o Mucha Kucha Taoshitai! (魔法少女をムチャクチャ倒したい！),2017,11,595,7
v2208,Mimi o Sumaseba (みみをすませば),2009,7,646,20
v221,BALDR FORCE,2002,7,755,428
v2211,Reijou no Kangoku (令嬢の監獄),2009,7,678,18
v22114,Dance with Devils My Carol,2018,3,669,7
v22137,Kimi to Tsunagaru Koi Flag (君とつながる恋フラグ),2018,2,708,85
v22152,Koi Suru Kokoro to Mahou no Kotoba (恋するココロと魔法のコトバ),2018,4,714,64
v22156,Imouto o Kegashita Kioku (妹を汚した記憶),2018,1,700,79
v22165,Ore no Kanojo ga Gachi Hentai Sugiru (俺の彼女がガチ変態すぎる),2018,3,635,23
v22167,Ojou-sama wa Sunao ni Narenai ~Daisuki o Kimi dake ni~ (お嬢様は素直になれない ～大好きをキミだけに～),2018,3,749,33
v22170,Furu Uso -Complete Four Seasons- (フルウソ -Complete Four Seasons-),2018,2,689,41
v22179,Grim Reaper! -Karuma Shikkou Otometai- (グリムリーパー！－刈魔執行乙女隊－),2018,2,623,28
v22181,World End Syndrome (ワールドエンド・シンドローム),2018,8,721,424
v2219,Mazo x Love (マゾ×ラブ),2009,8,738,35
v22208,Sangoku Hime 5 ~Hishou Kourin Senkou no Toushin~ (三極姫5 ～飛将光臨・戦煌の闘神～),2017,12,715,16
v22230,RIDDLE JOKER,2018,3,763,3161
v2224,Katekyo ~ Life (かてきょ～らいふ),2009,8,651,17
v2225,Tasogare ni Kirameku Shirogane no Kugan (黄昏に煌く銀の繰眼),2009,7,659,60
v22250,Nillhana (ニルハナ),2017,11,730,15
v2226,Suzunone Seven! -Sweet Lovers' Concerto- (スズノネセブン！－Sweet Lovers’Concerto－),2009,11,707,36
v2227,Tsuku x Tsuku Onee-san Nurse ni Tsukusareru Game (つく×つく　お姉さんナースに尽くされるゲーム),2009,11,656,5
v2228,Ore no Megami-sama! (俺の女神さまっ！),2007,5,539,8
v22282,Neko-nin exHeart 2 (猫忍えくすはーと2),2018,3,689,439
v22283,"Akumade, Kore wa ~ no Monogatari (あくまで、これは～の物語)",2018,2,696,31
v2229,Cross ~Kyouki e no Michishirube~ (クロス～狂気への道標～),2004,9,551,5
v22293,Hitozuma Saimin Counseling (ヒトヅマサイミンカウンセリング),2018,3,639,55
v22297,Nurse Witch Komugi-chan Magikarte (ナースウィッチ小麦ちゃん マジカルて),2004,2,786,9
v223,Anonono. ~Kimi to Sugoshita Ano Hi Ano Toki Ano Mirai~ (あののの。～君と過ごしたあの日あの時あの未来～),2003,11,655,11
v22302,"Yuusha to Maou to, Majo no Café (勇者と魔王と、魔女のカフェ)",2018,3,725,37
v22303,"Miagete Goran, Yozora no Hoshi o: Interstellar Focus (見上げてごらん、夜空の星を Interstellar Focus)",2018,6,782,110
v22304,"Sora to Umi ga, Fureau Kanata (空と海が、ふれあう彼方)",2018,3,701,353
v22308,Kimi to Mezameru Ikutsuka no Houhou (君と目覚める幾つかの方法),2018,3,726,54
v2231,Custom Reido F (カスタム隷奴F),2006,9,715,50
v22310,Mhakna Gramura to Fairy Bell (マクナ＝グラムラとフェアリーベル),2018,2,740,248
v22311,Kannagi no Mori (神凪ノ杜),2018,5,706,23
v22313,"Sakura, Moyu. -as the Night's, Reincarnation- (さくら、もゆ。-as the Night's, Reincarnation-)",2018,12,860,475
v22314,Tonari ni Kanojo no Iru Shiawase ~Winter Guest~ (となりに彼女のいる幸せ ～Winter Guest～),2018,2,645,26
v22345,"Onii-chan, Asa made Zutto Gyutte Shite! (お兄ちゃん、朝までずっとギュッてして！)",2018,1,747,275
v22347,Akuma to Momo to Onii-chan no Harahara Panic! ~Irekawattara Yappari Eroi Koto Shichau yo ne~ (アクマとモモとお兄ちゃんの孕孕パニック! ～入れ替わったらやっぱりエロいことしちゃうよね～),2017,12,,3
v2235,D.U.O. ~song for all~ (D.U.O. ～song for all～),2002,4,668,10
v22357,Tenpure!! (てんぷれっ!!),2018,2,707,74
v2236,DA Pantsu!! (DAパンツ！！),2003,1,615,8
v22379,Baldr Bringer Extend Code,2018,5,640,14
v2238,Sacred Plume (セイクリッド・プルーム),2003,9,673,17
v2239,Himesho! (ひめしょ！),2005,11,659,7
v22428,Can Can Bunny Premiere 3 (きゃんきゃんバニープルミエール３),2018,10,671,19
v2243,Danger Angel ~Ijou Shinka~ (Danger Angel～異常進化～),2003,2,721,9
v22445,Boku to Nurse no Kenshuu Nisshi (ボクと彼女（ナース）の研修日誌),2018,3,679,300
v22466,God Sisters (ゴッドシスターズ),2018,4,673,50
v2247,Daughter Maker (ドーターメーカー),2003,3,,3
v22470,Ikenai Kozukuri 5 ~Tonari ni Koshitekita Hitozuma to Ikenai Sex~ (イケナイ子作り5 ～隣に越してきた人妻とイケナイSEX～),2018,3,654,43
v2248,Daughter Maker 2 (ドーターメーカー2),2005,1,693,9
v22499,Deep One (Deep One -ディープワン-),2018,7,627,55
v2250,Defcon☆One (でふこん☆わん),2005,11,619,13
v22505,CHAOS;HEAD NOAH,2009,2,798,1656
v2251,S.Y.K ~Shinsetsu Saiyuuki~ (S.Y.K ~新説西遊記~),2009,8,681,13
v22513,Harem Mura ~Dousotsu Fukahi! Kodane Teikyou wa Mura no Okite Desu!!~ (はーれむ村 ～童卒不可避！子種提供は村の掟です!!～),2018,4,676,68
v2252,Ouran Koukou Host Club (桜蘭高校ホスト部),2007,4,687,22
v22526,Sono Taiju wa Makai o Kurau! (その大樹は魔界を喰らう！),2018,4,707,45
v22548,"Sanrio Danshi ~Watashi, Koi o, Shirimashita.~ (サンリオ男子 ～わたし、恋を、知りました。～)",2016,9,,2
v22553,Kami-machi Sana-chan (神待ちサナちゃん),2018,4,742,155
v22561,Koi wa Sotto Saku Hana no You ni (恋はそっと咲く花のように),2018,4,760,132
v22583,Kimi to Hajimeru Dasanteki na Love Come (二人と始める打算的なラブコメ),2018,4,732,84
v22598,Jakou no Lyla ~Allure of MUSK~ (蛇香のライラ ～Allure of MUSK～),2018,11,679,56
v2260,Devote 2 - Ikenai Houkago (DEVOTE2 いけない放課後),2002,8,698,6
v22603,Mirai Radio to Jinkou-bato (未来ラジオと人工鳩),2018,6,750,595
v22609,Shamrock no Hanakotoba (シャムロックの花言葉),2018,5,626,30
v22610,Shirokoi Sakura * Gram (白恋サクラ＊グラム),2018,11,733,51
v22613,Hanayamata: Yosakoi Live! (ハナヤマタ よさこいLIVE！),2014,11,,1
v22614,Play! Play! Play! GO! (プレイ！プレイ！プレイ！GO！),2018,5,662,66
v22622,Curio Dealer (キュリオディーラー),2018,6,713,43
v22636,Erewhon,2018,7,755,260
v22657,Onee-san ni Makasenasai! ~Ryoubo to Joushi no Yawaraka Oppai ni Hasamarete~ (おねえさんに任せなさいっ！ ～寮母と上司の柔らかおっぱいに挟まれて～),2018,4,673,41
v2268,Dokidoki Sister Paradise 2 (ドキドキしすたぁパラダイス2),2005,2,652,7
v22697,Shihai no Kyoudan (支配の教壇),2018,6,799,171
v22703,Kangokutou Mary Skelter 2 (神獄塔 メアリスケルター2),2018,7,772,63
v22705,Kanojo to Ore no Koisome Dousei (彼女と俺の恋染同棲),2018,4,663,42
v22706,Rhapsodic Holiday (ラプソディックホリデイ),2018,5,719,32
v22718,Saiminjikara ~Saiminjutsu o Meguru Midara na Hakudaku no Monogatari~ (サイミンヂカラ ～催眠術をめぐる淫らな白濁の物語～),2018,5,614,19
v22727,Nee x Nee! Docchi ga Suki? Docchi mo!! ~Yasashii Onee-chan to Cool na Onee-chan ni Hasamarete Boku wa Mou!!~ (姉×姉！どっちが好き？どっちも！！ ～優しいお姉ちゃんとクールなお姉ちゃんに挟まれて僕はもうっ！！～),2018,6,742,76
v22739,Yamizome Revenger  -Ochita Maou to Ochiru Senki- (闇染Revenger －墜ちた魔王と堕ちる戦姫－),2018,6,662,253
v2274,CHEERIO!,2001,1,,3
v22741,Nie no Machi (贄の町),2018,6,779,90
v22746,Hime to Otome no Yakimochi LOVE (姫と乙女のヤキモチＬＯＶＥ),2018,8,697,42
v22753,Iinkai no Antihero ~IINCHO-Re.co~ (委員界の異端者 ～IINCHO-Re.co～),2018,8,635,17
v2278,Doreijou (奴令嬢),2002,2,,0
v22783,MUSICUS!,2018,7,800,686
v22788,Wanko no Yomeiri ~Inu no Shippo e Youkoso!~ (わんこの嫁入り ～いぬのしっぽへようこそ！～),2018,7,657,77
v22789,Amaenbo ~Futari dake no Himitsu no Asobi~ (甘園ぼ ～二人だけのヒミツの遊び～),2018,10,748,76
v22790,Grisaia: Phantom Trigger Vol. 2 (グリザイア ファントムトリガー Vol. 2),2017,4,712,499
v22791,Grisaia: Phantom Trigger Vol. 3 (グリザイア ファントムトリガー Vol. 3),2017,7,721,445
v22792,Grisaia: Phantom Trigger Vol. 4 (グリザイア ファントムトリガー Vol. 4),2018,1,724,396
v228,Shinkyoku Soukai Polyphonica (神曲奏界ポリフォニカ),2005,8,774,33
v2284,Echo,2000,2,,4
v22847,Raspberry Cube (ラズベリーキューブ),2018,8,734,193
v22856,Kyoudai☆Henshin Nau (兄妹☆変身なう),2014,12,587,7
v22857,Kyoudai☆Henshin Nau +α de Ni! (兄妹☆変身なう＋αで弐っ！),2015,8,534,5
v22880,Shukusei no Girlfriend -the destiny star of girlfriend- (宿星のガールフレンド -the destiny star of girlfriend-),2018,4,749,209
v22894,"Haru to Yuki, (はるとゆき、)",2018,6,747,65
v22895,Taritenai Ijime Hamerarekko - Fuyua-chan (足りてないいじめハメられっ娘　冬愛ちゃん),2018,6,540,146
v22899,Nukige Mitai na Shima ni Sunderu Watashi wa Dou Surya Ii Desu ka? (抜きゲーみたいな島に住んでる貧乳はどうすりゃいいですか？),2018,6,794,1085
v22906,Imouto☆Love Me!! ~Onii Nanka Zenzen Suki Janain Dakara ne!!~ (妹☆らぶみー!! ～お兄なんかぜんぜん好きじゃないんだからねっ!!～),2011,8,,2
v22918,Koi wa Mofumofu! Love Me Teddy (恋はもふもふ！ラブ・ミー・テディ),2018,8,696,31
v2292,Eiken Kikaku (映研企画),2005,6,,1
v22925,Inga Ouhou!? ~Oubou na Ani ga Onna ni Natta no de Korashimeru Koto ni Shimashita~ (淫がおーほー !? ～横暴な兄が女になったので懲らしめることにしました～),2016,8,,3
v22929,My☆Monster ~Imouto ga Jingai no Chi o Hiiteite Taihen na Ken~ (妹☆悶すたあ ～妹が人外の血を引いていて大変な件～),2016,12,,2
v22942,Erokan! ~Eroi Koto Bakari Kangaeteiru Ore ga Inouryoku o Te ni Iretara Yappari Eroi Koto Shimakuru yo ne~ (エロかん！ ～エロいことばかり考えている俺が異能力を手に入れたらやっぱりエロいことしまくるよね～),2017,8,,3
v2297,"Elf no Futago Hime Willan to Arsura ""Watashi wa Dou Natte mo Ii kara, Onee-sama ni wa Te o Dasanaide...!"" (エルフの双子姫 ウィランとアルスラ「私はどうなってもいいから、お姉様には手を出さないで……！」)",2009,2,724,42
v22986,Lover Pretend,2021,3,717,126
v22987,Birushana Senki ~Genpei Hika Musou~ (ビルシャナ戦姫 ～源平飛花夢想～),2020,9,781,252
v22991,Re:Rem Plus (Re:レムプラス),2018,3,654,18
v23,"Itsuka, Todoku, Ano Sora ni. (いつか、届く、あの空に。)",2006,12,776,177
v2301,Prism Ark Lovelove Maximum! (プリズム・アーク らぶらぶマキシマム！),2008,1,671,16
v23014,Joshikousei Game's-High!! (女子高生 GAME'S-HIGH!!),2006,9,,2
v23021,Kokoro o Hiraku Utaikata (心を開く歌い方),2018,11,685,25
v23024,Hare Uso -Original Harem Story- (ハレウソ -Original Harem Story-),2018,2,702,16
v23033,Iinari Aneiro ~Onee-chan sae Ireba Ii!~ (イイナリ姉色 ～お姉ちゃんさえいればいい！～),2018,8,666,44
v23048,"Boku no Amayaka Seikatsu -Seishou-chou Kankouka, Mainichi Ecchi na Locodol Katsudou!- (ボクのあまやかせいかつ－星湘町観光課、毎日えっちなロコドル活動！－)",2018,9,690,68
v2305,Ensemble ~Maioriru Hane no Ensemble~ (ENSEMBLE～舞降る羽のアンサンブル～),2004,1,,4
v23059,Onna Ninja Azusa vs Orc 2 ~Injuu-tachi no Utage~ (女忍者アズサvsオーク2 ~淫獣たちの宴~),2018,7,730,19
v23063,Saimin Paradise! ~Saiminjutsu de Tsugou no Ii Bishoujo Gakuen Seikatsu~ (催眠ぱらだいす！ ～催眠術でツゴウノイイ美少女学園性活～),2018,9,675,57
v23067,Loca Love - Dousei x Kouhai (ろけらぶ - 同棲×後輩),2018,8,686,655
v23097,Tobira no Densetsu ~Kaze no Tsubasa~ (扉の伝説 ～風のつばさ～),2007,7,824,33
v231,Zanmataisei Demonbane (斬魔大聖デモンベイン),2003,4,740,1766
v2311,Que ~Ancient Leaf no Yousei~ (Que～エンシェントリーフの妖精～),2007,6,,4
v2312,Iris (Iris －イリス－),2003,2,734,9
v23125,VenusBlood:Lagoon,2018,12,814,71
v2313,Eraburu ~Erabu + Love x Double de~ (えらぶる～えらぶ＋らぶ×ダブルで～),2002,1,657,7
v2318,Ether no Sunadokei ~Angel Time~ (エーテルの砂時計～ANGEL TIME～),2006,3,,4
v23187,Ore no Imouto wa Seijun Bitch ~Oya ni wa Himitsu no Hamehame Seikatsu~ (俺の妹は清純ビッチ ～親には秘密のハメハメ性活～),2018,8,667,47
v23189,Ikemen Live: Koi no Uta o Kimi ni (イケメンライブ　恋の歌をキミに),2018,8,637,5
v23190,Grisaia: Phantom Trigger Vol. 5 (グリザイア ファントムトリガー Vol. 5),2018,7,736,367
v23199,Fuukan no Grasesta (封緘のグラセスタ),2018,10,795,294
v232,Yoake Mae yori Ruri Iro na (夜明け前より瑠璃色な),2005,9,747,532
v2320,EVE-JONG (EVE雀),2008,7,632,7
v23201,Ero Imo Hurricane! ~Idol no Imouto ga Erokute Erokute Ore no Risei ni Arashi no Yokan!?~ (エロいもハリケーン！　～アイドルの妹がエロくてエロくてオレの理性に嵐の予感！？～),2018,7,642,46
v23205,"Swallowtail -Ano Hi, Ao o Koete- (スワローテイル  -あの日、青を超えて-)",2019,1,715,65
v2322,Extravaganza ~Matsuro no Hate ni~ (EXTRAVAGANZA～末路の果てに～),2008,11,568,26
v23223,Butterfly Seeker ~Chaos Nightmare~ (バタフライシーカー ～カオス・ナイトメア～),2018,8,719,49
v23227,Aerial Life (アエリアル・ライフ),2018,9,617,22
v23230,Itsuka no Memorajxo ~Kotonoha Amrilato~ (いつかのメモラージョ ～ことのはアムリラート～),2019,2,763,74
v23242,CharaBration! ~Otome wa Koi shite Charabureru~ (きゃらぶれーしょん！ ～乙女は恋してキャラぶれる～),2018,8,727,141
v23244,"Sono Hana ga Saitara, Mata Boku wa Kimi ni Deau (その花が咲いたら、また僕は君に出逢う)",2018,8,684,35
v23258,Kiss & Crisis,2018,9,663,56
v23276,Mesu Ochi! Ore no Netori-bou de Midara ni Aegu Senpai & Kouhai Tsuma ~Mucchiri Nikuatsu no Kyonyuu Tsuma-tachi to no Hamehame Love Life~ (メス堕ち！オレのネトリ棒で淫らに喘ぐ先輩＆後輩妻 ～ムッチリ肉厚の巨乳妻たちとのハメハメラブライフ～),2018,9,728,107
v23281,Kemono Musume no Sodatekata (ケモノ娘の育て方),2018,9,688,692
v23284,Haruka Drive! (はるかどらいぶ！),2018,11,651,10
v23288,Sorceress * Alive! ~the World's End Fallen Star~ (ソーサレス＊アライヴ！～the World's End Fallen Star～),2018,11,786,231
v2329,Comic Cafe (コミックカフェ),2002,3,,2
v23290,Shukusei no Girlfriend 2 -The Destiny Star of Girlfriend- (宿星のガールフレンド2 -the destiny star of girlfriend-),2018,12,716,92
v2330,"Tsuki no Hikari, Taiyou no Kage (月ノ光太陽ノ影)",2006,4,680,50
v23313,Bitch Rich Party! ~Gyaru Ojou-sama no Tonogata Ikinuki Keikaku~ (ビッチリッチパーティ！～ギャルお嬢様の殿方イキヌキ計画～),2018,9,709,110
v23322,Hiza no Ue no Partner ~Kitty on Your Lap~ (ひざの上の同居人 ～Kitty on your lap～),1998,3,,0
v23324,Heroine Dream (ヒロインドリーム),1996,10,,1
v23330,"Wata no Soko, Okitsu Mikami no Kudanzaka Kaiki Sousho (わたのそこ、おきつみかみの　九段坂怪奇叢書)",2018,8,,1
v23338,Otome ga Musubu Tsukiyo no Kirameki (乙女が結ぶ月夜の煌めき),2018,9,724,65
v2335,Pretty Flap ~Chocolate Taste~ (Pretty flap ～チョコレートテイスト～),2006,8,645,11
v2336,Pretty Flap ~Chocola Taste~ (Pretty flap ～ショコラテイスト～),2006,12,663,6
v2337,Doukyuusei 2 (同級生2),1995,1,767,65
